id,IP,site_location,discharge_id,start_time,end_time,duration_min,start_cause,stop_cause,init_cap_rate1,init_cap_rate2,init_cap_rate3,init_cap_rate4,final_cap_rate1,final_cap_rate2,final_cap_rate3,final_cap_rate4,init_batt_volt1,init_batt_volt2,init_batt_volt3,init_batt_volt4,final_batt_volt1,final_batt_volt2,final_batt_volt3,final_batt_volt4,init_batt_disch_power1,init_batt_disch_power2,init_batt_disch_power3,init_batt_disch_power4,final_batt_disch_power1,final_batt_disch_power2,final_batt_disch_power3,final_batt_disch_power4,batt_type,temp
1570,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,373,2025-09-24 20:00:01,2025-09-24 22:13:47,133,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,70.0,0.0,0.0,53.1,53.1,0.0,0.0,47.2,47.3,0.0,0.0,,,,,,,,,LEAD_ACID,
1571,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,372,2025-09-22 20:00:01,2025-09-22 22:13:30,133,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,70.0,0.0,0.0,53.3,53.3,0.0,0.0,47.3,47.4,0.0,0.0,,,,,,,,,LEAD_ACID,
1572,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,371,2025-09-20 20:00:01,2025-09-20 22:12:19,132,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,70.0,0.0,0.0,53.2,53.2,0.0,0.0,47.6,47.6,0.0,0.0,,,,,,,,,LEAD_ACID,
1573,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,370,2025-09-18 20:00:01,2025-09-18 22:10:21,130,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,71.0,0.0,0.0,53.6,53.6,0.0,0.0,47.9,47.9,0.0,0.0,,,,,,,,,LEAD_ACID,
1574,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,369,2025-09-16 20:00:01,2025-09-16 22:08:37,128,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,72.0,0.0,0.0,53.2,53.2,0.0,0.0,47.9,47.9,0.0,0.0,,,,,,,,,LEAD_ACID,
1575,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,368,2025-09-14 20:00:01,2025-09-14 22:03:52,123,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,73.0,0.0,0.0,53.5,53.5,0.0,0.0,48.1,48.1,0.0,0.0,,,,,,,,,LEAD_ACID,
1576,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,367,2025-09-12 20:00:01,2025-09-12 22:04:12,124,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,74.0,0.0,0.0,53.5,53.5,0.0,0.0,48.3,48.3,0.0,0.0,,,,,,,,,LEAD_ACID,
1577,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,366,2025-09-10 20:00:02,2025-09-10 22:01:44,121,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,74.0,0.0,0.0,53.5,53.5,0.0,0.0,48.4,48.4,0.0,0.0,,,,,,,,,LEAD_ACID,
1578,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,365,2025-09-08 20:00:01,2025-09-08 22:02:37,122,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,74.0,0.0,0.0,53.7,53.7,0.0,0.0,48.5,48.5,0.0,0.0,,,,,,,,,LEAD_ACID,
1579,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,364,2025-09-06 03:33:14,2025-09-06 05:46:08,132,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,74.0,0.0,0.0,56.0,56.0,0.0,0.0,49.1,49.1,0.0,0.0,,,,,,,,,LEAD_ACID,
1580,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,363,2025-09-03 20:00:01,2025-09-03 22:16:57,136,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,65.0,67.0,0.0,0.0,53.6,53.6,0.0,0.0,46.3,46.4,0.0,0.0,,,,,,,,,LEAD_ACID,
1581,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,362,2025-09-01 20:00:01,2025-09-01 22:21:15,141,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,66.0,0.0,0.0,53.7,53.7,0.0,0.0,46.4,46.4,0.0,0.0,,,,,,,,,LEAD_ACID,
1582,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,361,2025-08-30 20:00:01,2025-08-30 22:19:14,139,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,67.0,0.0,0.0,54.0,54.0,0.0,0.0,46.5,46.6,0.0,0.0,,,,,,,,,LEAD_ACID,
1583,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,360,2025-08-28 20:00:01,2025-08-28 22:17:47,137,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,67.0,0.0,0.0,53.7,53.7,0.0,0.0,46.7,46.7,0.0,0.0,,,,,,,,,LEAD_ACID,
1584,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,359,2025-08-26 20:00:01,2025-08-26 22:12:20,132,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,69.0,0.0,0.0,53.7,53.7,0.0,0.0,47.1,47.2,0.0,0.0,,,,,,,,,LEAD_ACID,
1585,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,358,2025-08-24 20:00:01,2025-08-24 21:58:39,118,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,73.0,0.0,0.0,53.7,53.7,0.0,0.0,47.8,47.8,0.0,0.0,,,,,,,,,LEAD_ACID,
1586,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,357,2025-08-22 20:00:01,2025-08-22 22:01:07,121,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,74.0,0.0,0.0,53.4,53.4,0.0,0.0,48.1,48.2,0.0,0.0,,,,,,,,,LEAD_ACID,
1587,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,356,2025-08-20 20:00:01,2025-08-20 22:05:05,125,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,75.0,0.0,0.0,53.8,53.7,0.0,0.0,48.4,48.4,0.0,0.0,,,,,,,,,LEAD_ACID,
1588,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,355,2025-08-18 20:00:00,2025-08-18 21:59:43,119,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,75.0,0.0,0.0,53.7,53.7,0.0,0.0,48.5,48.5,0.0,0.0,,,,,,,,,LEAD_ACID,
1589,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,354,2025-08-16 20:00:01,2025-08-16 21:55:08,115,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,75.0,0.0,0.0,53.6,53.7,0.0,0.0,48.5,48.5,0.0,0.0,,,,,,,,,LEAD_ACID,
1590,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,353,2025-08-14 20:00:01,2025-08-14 22:02:14,122,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,76.0,0.0,0.0,53.5,53.5,0.0,0.0,48.8,48.8,0.0,0.0,,,,,,,,,LEAD_ACID,
1591,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,352,2025-08-12 20:00:01,2025-08-12 22:17:33,137,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,67.0,0.0,0.0,53.8,53.8,0.0,0.0,46.5,46.6,0.0,0.0,,,,,,,,,LEAD_ACID,
1592,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,351,2025-08-10 20:00:00,2025-08-10 22:05:50,125,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,69.0,0.0,0.0,54.0,54.0,0.0,0.0,46.8,46.8,0.0,0.0,,,,,,,,,LEAD_ACID,
1593,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,350,2025-08-08 20:00:01,2025-08-08 22:06:15,126,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,70.0,0.0,0.0,54.0,54.0,0.0,0.0,47.4,47.5,0.0,0.0,,,,,,,,,LEAD_ACID,
1594,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,349,2025-08-06 20:00:01,2025-08-06 21:59:19,119,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,73.0,0.0,0.0,53.7,53.7,0.0,0.0,47.8,47.8,0.0,0.0,,,,,,,,,LEAD_ACID,
1595,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,348,2025-08-04 20:00:01,2025-08-04 22:02:22,122,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,75.0,0.0,0.0,53.9,53.9,0.0,0.0,48.1,48.2,0.0,0.0,,,,,,,,,LEAD_ACID,
1596,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,347,2025-08-02 20:00:00,2025-08-02 21:59:14,119,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,75.0,0.0,0.0,53.6,53.6,0.0,0.0,48.4,48.4,0.0,0.0,,,,,,,,,LEAD_ACID,
1597,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,346,2025-07-31 20:00:01,2025-07-31 22:00:34,120,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,75.0,0.0,0.0,54.0,54.0,0.0,0.0,48.4,48.4,0.0,0.0,,,,,,,,,LEAD_ACID,
1598,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,345,2025-07-29 20:00:01,2025-07-29 21:59:05,119,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,75.0,0.0,0.0,53.9,53.9,0.0,0.0,48.4,48.4,0.0,0.0,,,,,,,,,LEAD_ACID,
1599,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,344,2025-07-27 20:00:00,2025-07-27 21:57:19,117,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,76.0,0.0,0.0,53.8,53.8,0.0,0.0,48.4,48.4,0.0,0.0,,,,,,,,,LEAD_ACID,
1600,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,343,2025-07-25 20:00:00,2025-07-25 21:58:59,118,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,76.0,0.0,0.0,53.5,53.5,0.0,0.0,48.4,48.5,0.0,0.0,,,,,,,,,LEAD_ACID,
1601,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,342,2025-07-23 20:00:01,2025-07-23 22:01:03,121,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,76.0,0.0,0.0,53.8,53.8,0.0,0.0,48.5,48.5,0.0,0.0,,,,,,,,,LEAD_ACID,
1602,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,341,2025-07-21 20:00:01,2025-07-21 21:56:30,116,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,76.0,0.0,0.0,54.0,54.0,0.0,0.0,48.6,48.6,0.0,0.0,,,,,,,,,LEAD_ACID,
1603,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,340,2025-07-19 20:00:01,2025-07-19 21:52:20,112,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,77.0,0.0,0.0,53.4,53.4,0.0,0.0,48.8,48.8,0.0,0.0,,,,,,,,,LEAD_ACID,
1604,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,339,2025-07-17 20:00:01,2025-07-17 21:50:03,110,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,76.0,0.0,0.0,53.5,53.5,0.0,0.0,48.4,48.5,0.0,0.0,,,,,,,,,LEAD_ACID,
1605,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,338,2025-07-15 20:00:00,2025-07-15 21:43:56,103,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,77.0,0.0,0.0,53.5,53.5,0.0,0.0,48.6,48.7,0.0,0.0,,,,,,,,,LEAD_ACID,
1606,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,337,2025-07-13 20:00:01,2025-07-13 21:46:01,106,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,77.0,0.0,0.0,53.6,53.7,0.0,0.0,48.7,48.8,0.0,0.0,,,,,,,,,LEAD_ACID,
1607,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,336,2025-07-11 03:16:42,2025-07-11 05:24:35,127,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,76.0,0.0,0.0,56.0,56.0,0.0,0.0,49.4,49.4,0.0,0.0,,,,,,,,,LEAD_ACID,
1608,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,335,2025-07-08 20:00:01,2025-07-08 21:56:14,116,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,76.0,0.0,0.0,53.5,53.5,0.0,0.0,48.6,48.6,0.0,0.0,,,,,,,,,LEAD_ACID,
1609,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,334,2025-07-06 20:00:01,2025-07-06 21:54:01,114,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,76.0,0.0,0.0,53.8,53.8,0.0,0.0,48.7,48.7,0.0,0.0,,,,,,,,,LEAD_ACID,
1610,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,333,2025-07-04 20:00:01,2025-07-04 21:58:43,118,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,77.0,0.0,0.0,53.8,53.8,0.0,0.0,49.1,49.1,0.0,0.0,,,,,,,,,LEAD_ACID,
1611,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,332,2025-07-02 20:00:01,2025-07-02 22:07:28,127,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,72.0,0.0,0.0,53.5,53.5,0.0,0.0,47.8,47.9,0.0,0.0,,,,,,,,,LEAD_ACID,
1612,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,331,2025-06-30 20:00:01,2025-06-30 22:03:35,123,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,72.0,0.0,0.0,53.5,53.6,0.0,0.0,47.9,48.0,0.0,0.0,,,,,,,,,LEAD_ACID,
1613,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,330,2025-06-28 20:00:01,2025-06-28 22:04:49,124,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,72.0,0.0,0.0,53.8,53.8,0.0,0.0,47.8,47.8,0.0,0.0,,,,,,,,,LEAD_ACID,
1614,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,329,2025-06-26 20:00:01,2025-06-26 22:01:54,121,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,72.0,0.0,0.0,53.8,53.8,0.0,0.0,47.8,47.8,0.0,0.0,,,,,,,,,LEAD_ACID,
1615,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,328,2025-06-24 20:00:01,2025-06-24 22:08:09,128,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,72.0,0.0,0.0,53.8,53.8,0.0,0.0,47.8,47.8,0.0,0.0,,,,,,,,,LEAD_ACID,
1616,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,327,2025-06-22 20:00:01,2025-06-22 22:02:33,122,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,72.0,0.0,0.0,53.5,53.5,0.0,0.0,47.8,47.8,0.0,0.0,,,,,,,,,LEAD_ACID,
1617,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,326,2025-06-20 20:00:01,2025-06-20 22:03:25,123,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,72.0,0.0,0.0,53.5,53.5,0.0,0.0,47.9,47.9,0.0,0.0,,,,,,,,,LEAD_ACID,
1618,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,325,2025-06-18 20:00:01,2025-06-18 22:05:45,125,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,72.0,0.0,0.0,53.6,53.6,0.0,0.0,47.9,48.0,0.0,0.0,,,,,,,,,LEAD_ACID,
1619,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,324,2025-06-16 20:00:01,2025-06-16 22:07:02,127,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,73.0,0.0,0.0,53.6,53.6,0.0,0.0,48.0,48.1,0.0,0.0,,,,,,,,,LEAD_ACID,
1620,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,323,2025-06-14 20:00:01,2025-06-14 22:08:53,128,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,72.0,0.0,0.0,53.5,53.5,0.0,0.0,47.9,48.0,0.0,0.0,,,,,,,,,LEAD_ACID,
1621,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,322,2025-06-12 20:00:01,2025-06-12 22:10:27,130,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,73.0,0.0,0.0,53.5,53.5,0.0,0.0,47.9,47.9,0.0,0.0,,,,,,,,,LEAD_ACID,
1622,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,321,2025-06-10 20:00:01,2025-06-10 22:10:30,130,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,73.0,0.0,0.0,53.8,53.8,0.0,0.0,47.9,48.0,0.0,0.0,,,,,,,,,LEAD_ACID,
1623,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,320,2025-06-08 20:00:01,2025-06-08 22:08:05,128,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,72.0,0.0,0.0,53.6,53.6,0.0,0.0,47.9,47.9,0.0,0.0,,,,,,,,,LEAD_ACID,
1624,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,319,2025-06-06 20:00:01,2025-06-06 22:11:40,131,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,71.0,0.0,0.0,53.5,53.5,0.0,0.0,47.8,47.8,0.0,0.0,,,,,,,,,LEAD_ACID,
1625,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,318,2025-06-04 20:00:01,2025-06-04 22:14:27,134,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,72.0,0.0,0.0,53.1,53.1,0.0,0.0,48.1,48.1,0.0,0.0,,,,,,,,,LEAD_ACID,
1626,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,317,2025-06-02 20:00:01,2025-06-02 22:10:43,130,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,72.0,0.0,0.0,53.4,53.4,0.0,0.0,48.2,48.2,0.0,0.0,,,,,,,,,LEAD_ACID,
1627,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,316,2025-05-31 20:00:01,2025-05-31 22:08:54,128,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,72.0,0.0,0.0,53.1,53.1,0.0,0.0,48.2,48.2,0.0,0.0,,,,,,,,,LEAD_ACID,
1628,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,315,2025-05-29 20:00:01,2025-05-29 22:15:37,135,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,71.0,0.0,0.0,53.1,53.1,0.0,0.0,47.2,47.3,0.0,0.0,,,,,,,,,LEAD_ACID,
1629,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,314,2025-05-27 20:00:01,2025-05-27 22:14:55,134,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,72.0,0.0,0.0,52.6,52.6,0.0,0.0,48.3,48.3,0.0,0.0,,,,,,,,,LEAD_ACID,
1630,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,313,2025-05-25 20:00:01,2025-05-25 22:13:52,133,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,71.0,0.0,0.0,52.8,52.8,0.0,0.0,47.7,47.8,0.0,0.0,,,,,,,,,LEAD_ACID,
1631,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,312,2025-05-23 20:00:01,2025-05-23 22:13:44,133,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,71.0,0.0,0.0,52.7,52.8,0.0,0.0,47.8,47.9,0.0,0.0,,,,,,,,,LEAD_ACID,
1632,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,311,2025-05-21 20:00:01,2025-05-21 22:12:41,132,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,72.0,0.0,0.0,53.1,53.1,0.0,0.0,48.1,48.1,0.0,0.0,,,,,,,,,LEAD_ACID,
1633,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,310,2025-05-19 20:00:01,2025-05-19 22:11:29,131,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,72.0,0.0,0.0,53.3,53.3,0.0,0.0,48.2,48.3,0.0,0.0,,,,,,,,,LEAD_ACID,
1634,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,309,2025-05-17 20:00:01,2025-05-17 22:10:44,130,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,73.0,0.0,0.0,53.4,53.3,0.0,0.0,48.2,48.3,0.0,0.0,,,,,,,,,LEAD_ACID,
1635,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,308,2025-05-15 20:00:01,2025-05-15 22:13:23,133,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,72.0,0.0,0.0,53.8,53.8,0.0,0.0,48.0,48.1,0.0,0.0,,,,,,,,,LEAD_ACID,
1636,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,307,2025-05-13 20:00:01,2025-05-13 22:14:11,134,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,72.0,0.0,0.0,53.2,53.2,0.0,0.0,48.0,48.1,0.0,0.0,,,,,,,,,LEAD_ACID,
1637,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,306,2025-05-11 20:00:01,2025-05-11 22:13:46,133,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,71.0,0.0,0.0,52.7,52.7,0.0,0.0,46.9,46.9,0.0,0.0,,,,,,,,,LEAD_ACID,
1638,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,305,2025-05-09 20:00:00,2025-05-09 22:14:19,134,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,71.0,0.0,0.0,53.4,53.4,0.0,0.0,47.8,47.8,0.0,0.0,,,,,,,,,LEAD_ACID,
1639,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,304,2025-05-07 20:00:01,2025-05-07 22:15:54,135,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,71.0,0.0,0.0,53.5,53.5,0.0,0.0,47.8,47.8,0.0,0.0,,,,,,,,,LEAD_ACID,
1640,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,303,2025-05-05 20:00:01,2025-05-05 22:16:15,136,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,71.0,0.0,0.0,53.3,53.3,0.0,0.0,47.7,47.7,0.0,0.0,,,,,,,,,LEAD_ACID,
1641,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,302,2025-05-03 20:00:00,2025-05-03 22:12:01,132,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,72.0,0.0,0.0,53.5,53.5,0.0,0.0,48.0,48.1,0.0,0.0,,,,,,,,,LEAD_ACID,
1642,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,301,2025-05-01 20:00:01,2025-05-01 22:12:09,132,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,73.0,0.0,0.0,53.9,53.9,0.0,0.0,48.3,48.3,0.0,0.0,,,,,,,,,LEAD_ACID,
1643,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,300,2025-04-29 20:00:01,2025-04-29 22:10:40,130,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,74.0,0.0,0.0,53.9,53.9,0.0,0.0,48.5,48.5,0.0,0.0,,,,,,,,,LEAD_ACID,
1644,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,299,2025-04-27 20:00:01,2025-04-27 22:05:49,125,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,74.0,0.0,0.0,53.6,53.6,0.0,0.0,48.6,48.6,0.0,0.0,,,,,,,,,LEAD_ACID,
1645,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,298,2025-04-25 20:00:01,2025-04-25 22:06:58,126,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,74.0,0.0,0.0,54.1,54.1,0.0,0.0,48.4,48.4,0.0,0.0,,,,,,,,,LEAD_ACID,
1646,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,297,2025-04-23 20:00:01,2025-04-23 22:07:52,127,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,75.0,0.0,0.0,53.8,53.8,0.0,0.0,48.6,48.6,0.0,0.0,,,,,,,,,LEAD_ACID,
1647,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,296,2025-04-21 20:00:00,2025-04-21 22:06:07,126,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,76.0,0.0,0.0,53.7,53.7,0.0,0.0,48.7,48.7,0.0,0.0,,,,,,,,,LEAD_ACID,
1648,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,295,2025-04-19 20:00:00,2025-04-19 22:05:56,125,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,76.0,0.0,0.0,53.3,53.3,0.0,0.0,49.0,49.0,0.0,0.0,,,,,,,,,LEAD_ACID,
1649,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,294,2025-04-17 20:00:01,2025-04-17 22:04:41,124,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,76.0,0.0,0.0,53.6,53.6,0.0,0.0,49.3,49.3,0.0,0.0,,,,,,,,,LEAD_ACID,
1650,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,293,2025-04-15 20:00:01,2025-04-15 22:05:25,125,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,76.0,0.0,0.0,53.0,53.0,0.0,0.0,49.0,49.0,0.0,0.0,,,,,,,,,LEAD_ACID,
1651,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,292,2025-04-13 20:00:01,2025-04-13 22:00:46,120,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,77.0,0.0,0.0,53.8,53.8,0.0,0.0,49.1,49.1,0.0,0.0,,,,,,,,,LEAD_ACID,
1652,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,291,2025-04-11 20:00:01,2025-04-11 22:08:53,128,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,74.0,0.0,0.0,53.8,54.2,0.0,0.0,49.3,49.4,0.0,0.0,,,,,,,,,LEAD_ACID,
