id,IP,site_location,discharge_id,start_time,end_time,duration_min,start_cause,stop_cause,init_cap_rate1,init_cap_rate2,init_cap_rate3,init_cap_rate4,final_cap_rate1,final_cap_rate2,final_cap_rate3,final_cap_rate4,init_batt_volt1,init_batt_volt2,init_batt_volt3,init_batt_volt4,final_batt_volt1,final_batt_volt2,final_batt_volt3,final_batt_volt4,init_batt_disch_power1,init_batt_disch_power2,init_batt_disch_power3,init_batt_disch_power4,final_batt_disch_power1,final_batt_disch_power2,final_batt_disch_power3,final_batt_disch_power4,batt_type,temp
12498,10.60.27.116,HEN.Berh_SoyoliinTuv,268,2025-03-14 20:00:01,2025-03-14 21:07:11,67,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,78.0,83.0,0.0,0.0,52.83,52.58,0.0,0.0,46.51,46.46,0.0,0.0,,,,,,,,,LEAD_ACID,
12499,10.60.27.116,HEN.Berh_SoyoliinTuv,269,2025-03-16 20:00:01,2025-03-16 21:01:06,61,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,78.0,83.0,0.0,0.0,53.38,53.13,0.0,0.0,46.66,46.56,0.0,0.0,,,,,,,,,LEAD_ACID,
12500,10.60.27.116,HEN.Berh_SoyoliinTuv,270,2025-03-18 20:00:01,2025-03-18 21:04:22,64,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,78.0,83.0,0.0,0.0,53.25,53.06,0.0,0.0,46.37,46.13,0.0,0.0,,,,,,,,,LEAD_ACID,
12501,10.60.27.116,HEN.Berh_SoyoliinTuv,271,2025-03-20 20:00:01,2025-03-20 21:01:48,62,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,78.0,83.0,0.0,0.0,53.67,53.47,0.0,0.0,46.37,46.25,0.0,0.0,,,,,,,,,LEAD_ACID,
12502,10.60.27.116,HEN.Berh_SoyoliinTuv,272,2025-03-22 20:00:01,2025-03-22 21:04:46,65,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,78.0,83.0,0.0,0.0,52.7,53.22,0.0,0.0,46.43,46.24,0.0,0.0,,,,,,,,,LEAD_ACID,
12503,10.60.27.116,HEN.Berh_SoyoliinTuv,273,2025-03-24 20:00:01,2025-03-24 21:05:31,66,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,77.0,83.0,0.0,0.0,53.44,53.3,0.0,0.0,46.27,46.11,0.0,0.0,,,,,,,,,LEAD_ACID,
12504,10.60.27.116,HEN.Berh_SoyoliinTuv,274,2025-03-26 20:00:01,2025-03-26 21:04:10,64,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,77.0,83.0,0.0,0.0,53.56,53.38,0.0,0.0,46.33,46.19,0.0,0.0,,,,,,,,,LEAD_ACID,
12505,10.60.27.116,HEN.Berh_SoyoliinTuv,275,2025-03-28 20:00:03,2025-03-28 21:08:29,68,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,76.0,82.0,0.0,0.0,52.45,52.28,0.0,0.0,46.46,46.29,0.0,0.0,,,,,,,,,LEAD_ACID,
12506,10.60.27.116,HEN.Berh_SoyoliinTuv,276,2025-03-30 20:00:01,2025-03-30 21:11:26,71,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,76.0,82.0,0.0,0.0,53.92,53.75,0.0,0.0,46.39,46.24,0.0,0.0,,,,,,,,,LEAD_ACID,
12507,10.60.27.116,HEN.Berh_SoyoliinTuv,277,2025-04-01 20:00:01,2025-04-01 21:05:26,65,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,77.0,82.0,0.0,0.0,53.94,53.72,0.0,0.0,46.45,46.43,0.0,0.0,,,,,,,,,LEAD_ACID,
12508,10.60.27.116,HEN.Berh_SoyoliinTuv,278,2025-04-03 20:00:01,2025-04-03 21:15:12,75,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,76.0,82.0,0.0,0.0,53.48,53.3,0.0,0.0,46.37,46.23,0.0,0.0,,,,,,,,,LEAD_ACID,
12509,10.60.27.116,HEN.Berh_SoyoliinTuv,279,2025-04-05 20:00:01,2025-04-05 21:14:23,74,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,76.0,82.0,0.0,0.0,53.24,53.01,0.0,0.0,46.35,46.2,0.0,0.0,,,,,,,,,LEAD_ACID,
12510,10.60.27.116,HEN.Berh_SoyoliinTuv,280,2025-04-07 20:00:01,2025-04-07 21:09:04,69,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,76.0,82.0,0.0,0.0,53.54,53.36,0.0,0.0,46.25,46.05,0.0,0.0,,,,,,,,,LEAD_ACID,
12511,10.60.27.116,HEN.Berh_SoyoliinTuv,281,2025-04-09 20:00:01,2025-04-09 21:06:53,67,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,77.0,83.0,0.0,0.0,53.62,53.41,0.0,0.0,46.26,46.04,0.0,0.0,,,,,,,,,LEAD_ACID,
12512,10.60.27.116,HEN.Berh_SoyoliinTuv,282,2025-04-11 20:00:01,2025-04-11 21:01:04,61,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,77.0,83.0,0.0,0.0,53.56,53.38,0.0,0.0,46.29,46.08,0.0,0.0,,,,,,,,,LEAD_ACID,
12513,10.60.27.116,HEN.Berh_SoyoliinTuv,283,2025-04-13 20:00:00,2025-04-13 21:04:36,65,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,77.0,83.0,0.0,0.0,53.46,53.26,0.0,0.0,46.65,46.35,0.0,0.0,,,,,,,,,LEAD_ACID,
12514,10.60.27.116,HEN.Berh_SoyoliinTuv,284,2025-04-15 20:00:01,2025-04-15 21:05:48,66,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,77.0,83.0,0.0,0.0,53.56,53.39,0.0,0.0,46.46,46.33,0.0,0.0,,,,,,,,,LEAD_ACID,
12515,10.60.27.116,HEN.Berh_SoyoliinTuv,285,2025-04-17 20:00:00,2025-04-17 21:04:28,64,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,77.0,83.0,0.0,0.0,53.52,53.31,0.0,0.0,46.15,46.06,0.0,0.0,,,,,,,,,LEAD_ACID,
12516,10.60.27.116,HEN.Berh_SoyoliinTuv,286,2025-04-19 20:00:01,2025-04-19 21:06:18,66,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,77.0,83.0,0.0,0.0,53.44,53.26,0.0,0.0,46.62,46.42,0.0,0.0,,,,,,,,,LEAD_ACID,
12517,10.60.27.116,HEN.Berh_SoyoliinTuv,287,2025-04-21 20:00:01,2025-04-21 21:12:57,73,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,75.0,82.0,0.0,0.0,53.51,53.32,0.0,0.0,46.42,46.27,0.0,0.0,,,,,,,,,LEAD_ACID,
12518,10.60.27.116,HEN.Berh_SoyoliinTuv,288,2025-04-23 20:00:01,2025-04-23 21:01:42,62,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,75.0,82.0,0.0,0.0,53.49,53.29,0.0,0.0,46.59,46.29,0.0,0.0,,,,,,,,,LEAD_ACID,
12519,10.60.27.116,HEN.Berh_SoyoliinTuv,289,2025-04-25 20:00:01,2025-04-25 21:10:29,70,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,75.0,82.0,0.0,0.0,53.77,53.56,0.0,0.0,46.25,46.1,0.0,0.0,,,,,,,,,LEAD_ACID,
12520,10.60.27.116,HEN.Berh_SoyoliinTuv,290,2025-04-27 20:00:00,2025-04-27 21:16:32,77,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,75.0,81.0,0.0,0.0,53.83,53.65,0.0,0.0,46.5,46.4,0.0,0.0,,,,,,,,,LEAD_ACID,
12521,10.60.27.116,HEN.Berh_SoyoliinTuv,291,2025-04-29 20:00:01,2025-04-29 21:05:25,65,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,76.0,82.0,0.0,0.0,53.9,53.67,0.0,0.0,46.4,46.27,0.0,0.0,,,,,,,,,LEAD_ACID,
12522,10.60.27.116,HEN.Berh_SoyoliinTuv,292,2025-05-01 20:00:01,2025-05-01 21:03:30,63,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,77.0,83.0,0.0,0.0,53.79,53.64,0.0,0.0,46.58,46.1,0.0,0.0,,,,,,,,,LEAD_ACID,
12523,10.60.27.116,HEN.Berh_SoyoliinTuv,293,2025-05-03 20:00:00,2025-05-03 21:06:26,66,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,77.0,82.0,0.0,0.0,53.38,53.17,0.0,0.0,46.54,46.3,0.0,0.0,,,,,,,,,LEAD_ACID,
12524,10.60.27.116,HEN.Berh_SoyoliinTuv,294,2025-05-05 20:00:00,2025-05-05 21:08:00,68,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,76.0,82.0,0.0,0.0,53.64,53.45,0.0,0.0,46.75,46.55,0.0,0.0,,,,,,,,,LEAD_ACID,
12525,10.60.27.116,HEN.Berh_SoyoliinTuv,295,2025-05-07 20:00:01,2025-05-07 21:06:07,66,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,76.0,83.0,0.0,0.0,53.34,53.1,0.0,0.0,46.32,46.18,0.0,0.0,,,,,,,,,LEAD_ACID,
12526,10.60.27.116,HEN.Berh_SoyoliinTuv,296,2025-05-09 20:00:01,2025-05-09 21:03:58,64,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,77.0,83.0,0.0,0.0,53.59,53.41,0.0,0.0,46.39,46.17,0.0,0.0,,,,,,,,,LEAD_ACID,
12527,10.60.27.116,HEN.Berh_SoyoliinTuv,297,2025-05-11 20:00:01,2025-05-11 21:13:50,74,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,75.0,82.0,0.0,0.0,53.13,52.93,0.0,0.0,46.37,46.22,0.0,0.0,,,,,,,,,LEAD_ACID,
12528,10.60.27.116,HEN.Berh_SoyoliinTuv,298,2025-05-13 20:00:01,2025-05-13 21:06:06,66,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,76.0,83.0,0.0,0.0,53.51,53.32,0.0,0.0,46.51,46.24,0.0,0.0,,,,,,,,,LEAD_ACID,
12529,10.60.27.116,HEN.Berh_SoyoliinTuv,299,2025-05-15 20:00:01,2025-05-15 21:07:35,68,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,76.0,83.0,0.0,0.0,53.59,53.41,0.0,0.0,46.54,46.38,0.0,0.0,,,,,,,,,LEAD_ACID,
12530,10.60.27.116,HEN.Berh_SoyoliinTuv,300,2025-05-17 20:00:02,2025-05-17 21:11:15,71,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,75.0,82.0,0.0,0.0,53.67,53.44,0.0,0.0,46.44,46.48,0.0,0.0,,,,,,,,,LEAD_ACID,
12531,10.60.27.116,HEN.Berh_SoyoliinTuv,301,2025-05-19 20:00:01,2025-05-19 21:08:42,69,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,75.0,82.0,0.0,0.0,53.56,53.38,0.0,0.0,46.21,46.08,0.0,0.0,,,,,,,,,LEAD_ACID,
12532,10.60.27.116,HEN.Berh_SoyoliinTuv,302,2025-05-21 20:00:00,2025-05-21 20:17:42,18,SCHEDULED,POWER_OFF,99.0,99.0,0.0,0.0,93.0,95.0,0.0,0.0,53.53,53.32,0.0,0.0,49.2,49.07,0.0,0.0,,,,,,,,,LEAD_ACID,
12533,10.60.27.116,HEN.Berh_SoyoliinTuv,303,2025-05-23 20:00:01,2025-05-23 21:05:13,65,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,77.0,83.0,0.0,0.0,53.61,53.41,0.0,0.0,46.31,46.54,0.0,0.0,,,,,,,,,LEAD_ACID,
12534,10.60.27.116,HEN.Berh_SoyoliinTuv,304,2025-05-25 20:00:02,2025-05-25 21:03:18,63,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,76.0,83.0,0.0,0.0,53.03,52.74,0.0,0.0,46.29,46.21,0.0,0.0,,,,,,,,,LEAD_ACID,
12535,10.60.27.116,HEN.Berh_SoyoliinTuv,305,2025-05-28 00:11:59,2025-05-28 01:23:34,72,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,75.0,81.0,0.0,0.0,55.98,55.79,0.0,0.0,46.2,46.05,0.0,0.0,,,,,,,,,LEAD_ACID,
12536,10.60.27.116,HEN.Berh_SoyoliinTuv,306,2025-05-30 20:00:01,2025-05-30 21:14:19,74,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,75.0,82.0,0.0,0.0,53.37,53.17,0.0,0.0,46.21,46.25,0.0,0.0,,,,,,,,,LEAD_ACID,
12537,10.60.27.116,HEN.Berh_SoyoliinTuv,307,2025-06-01 20:00:01,2025-06-01 21:09:15,69,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,75.0,82.0,0.0,0.0,53.58,53.4,0.0,0.0,46.42,46.21,0.0,0.0,,,,,,,,,LEAD_ACID,
12538,10.60.27.116,HEN.Berh_SoyoliinTuv,308,2025-06-03 20:00:01,2025-06-03 21:10:33,71,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,75.0,82.0,0.0,0.0,53.56,53.38,0.0,0.0,46.26,46.04,0.0,0.0,,,,,,,,,LEAD_ACID,
12539,10.60.27.116,HEN.Berh_SoyoliinTuv,309,2025-06-05 20:00:00,2025-06-05 21:08:08,68,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,75.0,82.0,0.0,0.0,53.59,53.39,0.0,0.0,46.42,46.13,0.0,0.0,,,,,,,,,LEAD_ACID,
12540,10.60.27.116,HEN.Berh_SoyoliinTuv,310,2025-06-07 20:00:01,2025-06-07 21:09:50,70,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,75.0,82.0,0.0,0.0,53.61,53.41,0.0,0.0,46.19,45.97,0.0,0.0,,,,,,,,,LEAD_ACID,
12541,10.60.27.116,HEN.Berh_SoyoliinTuv,311,2025-06-09 20:00:01,2025-06-09 21:17:01,77,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,74.0,81.0,0.0,0.0,53.45,53.23,0.0,0.0,46.46,46.28,0.0,0.0,,,,,,,,,LEAD_ACID,
12542,10.60.27.116,HEN.Berh_SoyoliinTuv,312,2025-06-11 20:00:01,2025-06-11 21:14:31,75,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,75.0,82.0,0.0,0.0,53.57,53.35,0.0,0.0,46.56,46.28,0.0,0.0,,,,,,,,,LEAD_ACID,
12543,10.60.27.116,HEN.Berh_SoyoliinTuv,313,2025-06-13 20:00:00,2025-06-13 21:20:54,81,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,74.0,81.0,0.0,0.0,53.61,53.39,0.0,0.0,46.55,46.01,0.0,0.0,,,,,,,,,LEAD_ACID,
12544,10.60.27.116,HEN.Berh_SoyoliinTuv,314,2025-06-15 20:00:01,2025-06-15 21:19:16,79,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,74.0,81.0,0.0,0.0,53.28,53.05,0.0,0.0,46.39,46.27,0.0,0.0,,,,,,,,,LEAD_ACID,
12545,10.60.27.116,HEN.Berh_SoyoliinTuv,315,2025-06-17 20:00:02,2025-06-17 21:28:06,88,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,73.0,80.0,0.0,0.0,53.33,53.14,0.0,0.0,46.26,46.1,0.0,0.0,,,,,,,,,LEAD_ACID,
12546,10.60.27.116,HEN.Berh_SoyoliinTuv,316,2025-06-19 20:00:01,2025-06-19 21:23:46,84,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,74.0,81.0,0.0,0.0,53.67,53.48,0.0,0.0,46.57,46.26,0.0,0.0,,,,,,,,,LEAD_ACID,
12547,10.60.27.116,HEN.Berh_SoyoliinTuv,317,2025-06-21 20:00:01,2025-06-21 21:18:56,79,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,74.0,82.0,0.0,0.0,53.2,52.96,0.0,0.0,46.41,46.33,0.0,0.0,,,,,,,,,LEAD_ACID,
12548,10.60.27.116,HEN.Berh_SoyoliinTuv,318,2025-06-23 20:00:00,2025-06-23 21:26:06,86,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,72.0,80.0,0.0,0.0,53.67,53.48,0.0,0.0,46.4,46.27,0.0,0.0,,,,,,,,,LEAD_ACID,
12549,10.60.27.116,HEN.Berh_SoyoliinTuv,319,2025-06-25 20:00:01,2025-06-25 21:19:57,80,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,74.0,81.0,0.0,0.0,53.66,53.44,0.0,0.0,46.71,46.46,0.0,0.0,,,,,,,,,LEAD_ACID,
12550,10.60.27.116,HEN.Berh_SoyoliinTuv,320,2025-06-27 20:00:01,2025-06-27 21:19:40,80,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,74.0,81.0,0.0,0.0,53.67,53.44,0.0,0.0,46.58,46.47,0.0,0.0,,,,,,,,,LEAD_ACID,
12551,10.60.27.116,HEN.Berh_SoyoliinTuv,321,2025-06-29 20:00:01,2025-06-29 21:16:39,77,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,75.0,82.0,0.0,0.0,53.41,53.21,0.0,0.0,46.3,46.23,0.0,0.0,,,,,,,,,LEAD_ACID,
12552,10.60.27.116,HEN.Berh_SoyoliinTuv,322,2025-07-01 20:00:01,2025-07-01 21:25:00,85,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,73.0,81.0,0.0,0.0,53.61,53.36,0.0,0.0,46.47,46.23,0.0,0.0,,,,,,,,,LEAD_ACID,
12553,10.60.27.116,HEN.Berh_SoyoliinTuv,323,2025-07-03 20:00:01,2025-07-03 20:05:11,5,SCHEDULED,POWER_OFF,100.0,100.0,0.0,0.0,98.0,99.0,0.0,0.0,53.17,52.97,0.0,0.0,49.46,49.32,0.0,0.0,,,,,,,,,LEAD_ACID,
12554,10.60.27.116,HEN.Berh_SoyoliinTuv,324,2025-07-05 20:00:01,2025-07-05 21:14:25,74,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,76.0,82.0,0.0,0.0,53.67,53.44,0.0,0.0,46.46,46.49,0.0,0.0,,,,,,,,,LEAD_ACID,
12555,10.60.27.116,HEN.Berh_SoyoliinTuv,325,2025-07-07 20:00:01,2025-07-07 21:11:37,72,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,76.0,82.0,0.0,0.0,53.42,53.22,0.0,0.0,46.35,46.14,0.0,0.0,,,,,,,,,LEAD_ACID,
12556,10.60.27.116,HEN.Berh_SoyoliinTuv,326,2025-07-09 20:00:02,2025-07-09 21:05:57,66,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,77.0,83.0,0.0,0.0,52.65,52.44,0.0,0.0,46.33,46.33,0.0,0.0,,,,,,,,,LEAD_ACID,
12557,10.60.27.116,HEN.Berh_SoyoliinTuv,327,2025-07-11 20:00:01,2025-07-11 21:14:21,74,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,76.0,82.0,0.0,0.0,53.67,53.49,0.0,0.0,46.55,46.19,0.0,0.0,,,,,,,,,LEAD_ACID,
12558,10.60.27.116,HEN.Berh_SoyoliinTuv,328,2025-07-13 20:00:01,2025-07-13 21:11:27,71,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,76.0,82.0,0.0,0.0,53.44,53.45,0.0,0.0,46.05,45.92,0.0,0.0,,,,,,,,,LEAD_ACID,
12559,10.60.27.116,HEN.Berh_SoyoliinTuv,329,2025-07-15 20:00:01,2025-07-15 21:12:34,73,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,75.0,82.0,0.0,0.0,53.67,53.49,0.0,0.0,46.57,46.44,0.0,0.0,,,,,,,,,LEAD_ACID,
12560,10.60.27.116,HEN.Berh_SoyoliinTuv,330,2025-07-17 20:00:01,2025-07-17 21:16:57,77,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,75.0,82.0,0.0,0.0,53.35,53.14,0.0,0.0,46.48,46.4,0.0,0.0,,,,,,,,,LEAD_ACID,
12561,10.60.27.116,HEN.Berh_SoyoliinTuv,331,2025-07-19 20:00:00,2025-07-19 21:11:52,72,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,76.0,83.0,0.0,0.0,53.67,53.47,0.0,0.0,46.51,46.38,0.0,0.0,,,,,,,,,LEAD_ACID,
12562,10.60.27.116,HEN.Berh_SoyoliinTuv,332,2025-07-21 20:00:01,2025-07-21 21:18:45,79,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,75.0,82.0,0.0,0.0,53.67,53.45,0.0,0.0,46.22,46.09,0.0,0.0,,,,,,,,,LEAD_ACID,
12563,10.60.27.116,HEN.Berh_SoyoliinTuv,333,2025-07-23 20:00:01,2025-07-23 21:12:37,73,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,75.0,83.0,0.0,0.0,53.67,53.45,0.0,0.0,46.51,46.34,0.0,0.0,,,,,,,,,LEAD_ACID,
12564,10.60.27.116,HEN.Berh_SoyoliinTuv,334,2025-07-25 20:00:01,2025-07-25 21:13:09,73,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,76.0,83.0,0.0,0.0,53.64,53.47,0.0,0.0,46.52,46.5,0.0,0.0,,,,,,,,,LEAD_ACID,
12565,10.60.27.116,HEN.Berh_SoyoliinTuv,335,2025-07-27 20:00:01,2025-07-27 21:12:13,72,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,75.0,83.0,0.0,0.0,53.67,53.44,0.0,0.0,46.38,46.21,0.0,0.0,,,,,,,,,LEAD_ACID,
12566,10.60.27.116,HEN.Berh_SoyoliinTuv,336,2025-07-29 20:00:01,2025-07-29 21:22:07,82,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,74.0,82.0,0.0,0.0,53.16,53.38,0.0,0.0,46.34,46.14,0.0,0.0,,,,,,,,,LEAD_ACID,
12567,10.60.27.116,HEN.Berh_SoyoliinTuv,337,2025-07-31 20:00:01,2025-07-31 21:20:06,80,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,74.0,82.0,0.0,0.0,53.55,53.35,0.0,0.0,46.37,46.18,0.0,0.0,,,,,,,,,LEAD_ACID,
12568,10.60.27.116,HEN.Berh_SoyoliinTuv,338,2025-08-02 20:00:02,2025-08-02 21:19:51,80,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,75.0,82.0,0.0,0.0,53.11,52.88,0.0,0.0,46.67,46.47,0.0,0.0,,,,,,,,,LEAD_ACID,
12569,10.60.27.116,HEN.Berh_SoyoliinTuv,339,2025-08-04 20:00:01,2025-08-04 21:13:26,73,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,75.0,82.0,0.0,0.0,53.67,53.46,0.0,0.0,46.42,46.13,0.0,0.0,,,,,,,,,LEAD_ACID,
12570,10.60.27.116,HEN.Berh_SoyoliinTuv,340,2025-08-06 20:00:00,2025-08-06 21:15:42,76,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,75.0,82.0,0.0,0.0,53.64,53.45,0.0,0.0,46.68,46.56,0.0,0.0,,,,,,,,,LEAD_ACID,
12571,10.60.27.116,HEN.Berh_SoyoliinTuv,341,2025-08-08 20:00:01,2025-08-08 21:20:34,81,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,74.0,82.0,0.0,0.0,53.67,53.45,0.0,0.0,46.42,46.18,0.0,0.0,,,,,,,,,LEAD_ACID,
12572,10.60.27.116,HEN.Berh_SoyoliinTuv,342,2025-08-10 20:00:01,2025-08-10 21:13:28,73,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,75.0,82.0,0.0,0.0,53.2,52.97,0.0,0.0,46.23,46.13,0.0,0.0,,,,,,,,,LEAD_ACID,
12573,10.60.27.116,HEN.Berh_SoyoliinTuv,343,2025-08-12 20:00:01,2025-08-12 21:19:41,80,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,75.0,82.0,0.0,0.0,53.61,53.43,0.0,0.0,46.58,46.39,0.0,0.0,,,,,,,,,LEAD_ACID,
12574,10.60.27.116,HEN.Berh_SoyoliinTuv,344,2025-08-14 20:00:01,2025-08-14 21:19:03,79,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,75.0,82.0,0.0,0.0,53.6,53.41,0.0,0.0,46.49,46.39,0.0,0.0,,,,,,,,,LEAD_ACID,
12575,10.60.27.116,HEN.Berh_SoyoliinTuv,345,2025-08-16 20:00:01,2025-08-16 21:23:56,84,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,74.0,81.0,0.0,0.0,53.28,53.06,0.0,0.0,46.21,46.08,0.0,0.0,,,,,,,,,LEAD_ACID,
12576,10.60.27.116,HEN.Berh_SoyoliinTuv,346,2025-08-18 20:00:01,2025-08-18 21:15:26,75,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,74.0,81.0,0.0,0.0,53.6,53.38,0.0,0.0,46.22,46.14,0.0,0.0,,,,,,,,,LEAD_ACID,
12577,10.60.27.116,HEN.Berh_SoyoliinTuv,347,2025-08-20 20:00:01,2025-08-20 21:18:02,78,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,75.0,82.0,0.0,0.0,53.6,53.39,0.0,0.0,46.33,46.14,0.0,0.0,,,,,,,,,LEAD_ACID,
12578,10.60.27.116,HEN.Berh_SoyoliinTuv,348,2025-08-22 20:00:01,2025-08-22 21:16:46,77,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,75.0,82.0,0.0,0.0,53.56,53.38,0.0,0.0,46.23,45.93,0.0,0.0,,,,,,,,,LEAD_ACID,
12579,10.60.27.116,HEN.Berh_SoyoliinTuv,349,2025-08-24 20:00:01,2025-08-24 21:21:25,81,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,74.0,81.0,0.0,0.0,52.88,52.66,0.0,0.0,46.43,46.28,0.0,0.0,,,,,,,,,LEAD_ACID,
12580,10.60.27.116,HEN.Berh_SoyoliinTuv,350,2025-08-26 20:00:02,2025-08-26 21:24:13,84,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,74.0,81.0,0.0,0.0,53.58,53.38,0.0,0.0,46.33,46.32,0.0,0.0,,,,,,,,,LEAD_ACID,
12581,10.60.27.116,HEN.Berh_SoyoliinTuv,351,2025-08-28 20:00:00,2025-08-28 21:22:31,83,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,75.0,82.0,0.0,0.0,53.67,53.44,0.0,0.0,46.27,46.25,0.0,0.0,,,,,,,,,LEAD_ACID,
