id,IP,site_location,discharge_id,start_time,end_time,duration_min,start_cause,stop_cause,init_cap_rate1,init_cap_rate2,init_cap_rate3,init_cap_rate4,final_cap_rate1,final_cap_rate2,final_cap_rate3,final_cap_rate4,init_batt_volt1,init_batt_volt2,init_batt_volt3,init_batt_volt4,final_batt_volt1,final_batt_volt2,final_batt_volt3,final_batt_volt4,init_batt_disch_power1,init_batt_disch_power2,init_batt_disch_power3,init_batt_disch_power4,final_batt_disch_power1,final_batt_disch_power2,final_batt_disch_power3,final_batt_disch_power4,batt_type,temp,avg_current
7187,10.63.6.218,BZD._2hor_13_2_GeneralSUH_NMD40_ULN,97,2024-04-09T20:00:01,2024-04-09T21:05:28,65,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,66.0,65.0,0.0,0.0,53.9,54.0,0.0,0.0,47.4,47.4,0.0,0.0,,,,,,,,,LEAD_ACID,,
7188,10.63.6.218,BZD._2hor_13_2_GeneralSUH_NMD40_ULN,96,2024-04-07T20:00:01,2024-04-07T21:05:34,65,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,66.0,65.0,0.0,0.0,53.5,53.5,0.0,0.0,47.6,47.6,0.0,0.0,,,,,,,,,LEAD_ACID,,
7189,10.63.6.218,BZD._2hor_13_2_GeneralSUH_NMD40_ULN,95,2024-04-05T20:00:00,2024-04-05T21:05:53,65,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,66.0,65.0,0.0,0.0,53.7,53.8,0.0,0.0,47.4,47.4,0.0,0.0,,,,,,,,,LEAD_ACID,,
7190,10.63.6.218,BZD._2hor_13_2_GeneralSUH_NMD40_ULN,94,2024-04-03T20:00:01,2024-04-03T21:05:47,65,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,66.0,65.0,0.0,0.0,53.2,53.2,0.0,0.0,47.6,47.7,0.0,0.0,,,,,,,,,LEAD_ACID,,
7191,10.63.6.218,BZD._2hor_13_2_GeneralSUH_NMD40_ULN,93,2024-04-01T20:00:01,2024-04-01T21:05:28,65,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,66.0,65.0,0.0,0.0,53.4,53.5,0.0,0.0,47.4,47.4,0.0,0.0,,,,,,,,,LEAD_ACID,,
7192,10.63.6.218,BZD._2hor_13_2_GeneralSUH_NMD40_ULN,92,2024-03-30T20:00:01,2024-03-30T21:07:04,67,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,66.0,65.0,0.0,0.0,53.8,53.8,0.0,0.0,47.4,47.5,0.0,0.0,,,,,,,,,LEAD_ACID,,
7193,10.63.6.218,BZD._2hor_13_2_GeneralSUH_NMD40_ULN,91,2024-03-28T20:00:01,2024-03-28T21:07:17,67,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,66.0,65.0,0.0,0.0,53.4,53.4,0.0,0.0,47.4,47.5,0.0,0.0,,,,,,,,,LEAD_ACID,,
7194,10.63.6.218,BZD._2hor_13_2_GeneralSUH_NMD40_ULN,90,2024-03-26T20:00:01,2024-03-26T21:06:44,66,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,66.0,65.0,0.0,0.0,53.8,53.8,0.0,0.0,47.5,47.6,0.0,0.0,,,,,,,,,LEAD_ACID,,
7195,10.63.6.218,BZD._2hor_13_2_GeneralSUH_NMD40_ULN,89,2024-03-24T20:00:01,2024-03-24T21:05:51,65,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,66.0,65.0,0.0,0.0,53.6,53.7,0.0,0.0,47.5,47.6,0.0,0.0,,,,,,,,,LEAD_ACID,,
7196,10.63.6.218,BZD._2hor_13_2_GeneralSUH_NMD40_ULN,88,2024-03-22T20:00:01,2024-03-22T21:06:28,66,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,66.0,65.0,0.0,0.0,53.4,53.4,0.0,0.0,47.6,47.7,0.0,0.0,,,,,,,,,LEAD_ACID,,
7197,10.63.6.218,BZD._2hor_13_2_GeneralSUH_NMD40_ULN,87,2024-03-20T20:00:01,2024-03-20T21:06:28,66,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,66.0,65.0,0.0,0.0,54.1,54.1,0.0,0.0,47.7,47.7,0.0,0.0,,,,,,,,,LEAD_ACID,,
7198,10.63.6.218,BZD._2hor_13_2_GeneralSUH_NMD40_ULN,86,2024-03-18T20:00:01,2024-03-18T21:07:04,67,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,66.0,65.0,0.0,0.0,53.1,53.1,0.0,0.0,47.6,47.6,0.0,0.0,,,,,,,,,LEAD_ACID,,
7199,10.63.6.218,BZD._2hor_13_2_GeneralSUH_NMD40_ULN,85,2024-03-16T00:03:41,2024-03-16T01:16:58,73,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,66.0,65.0,0.0,0.0,55.1,55.1,0.0,0.0,48.5,48.6,0.0,0.0,,,,,,,,,LEAD_ACID,,
7200,10.63.6.218,BZD._2hor_13_2_GeneralSUH_NMD40_ULN,84,2024-03-13T20:00:01,2024-03-13T21:06:18,66,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,66.0,65.0,0.0,0.0,53.6,53.6,0.0,0.0,47.3,47.3,0.0,0.0,,,,,,,,,LEAD_ACID,,
7201,10.63.6.218,BZD._2hor_13_2_GeneralSUH_NMD40_ULN,83,2024-03-11T20:00:01,2024-03-11T21:05:46,65,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,66.0,65.0,0.0,0.0,53.2,53.2,0.0,0.0,47.3,47.3,0.0,0.0,,,,,,,,,LEAD_ACID,,
7202,10.63.6.218,BZD._2hor_13_2_GeneralSUH_NMD40_ULN,82,2024-03-09T20:00:01,2024-03-09T21:05:59,65,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,66.0,65.0,0.0,0.0,53.0,53.0,0.0,0.0,47.5,47.5,0.0,0.0,,,,,,,,,LEAD_ACID,,
7203,10.63.6.218,BZD._2hor_13_2_GeneralSUH_NMD40_ULN,81,2024-03-07T20:00:01,2024-03-07T21:06:53,66,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,66.0,65.0,0.0,0.0,53.3,53.4,0.0,0.0,47.4,47.4,0.0,0.0,,,,,,,,,LEAD_ACID,,
7204,10.63.6.218,BZD._2hor_13_2_GeneralSUH_NMD40_ULN,80,2024-03-05T20:00:01,2024-03-05T21:06:42,66,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,66.0,65.0,0.0,0.0,53.8,53.9,0.0,0.0,47.3,47.4,0.0,0.0,,,,,,,,,LEAD_ACID,,
7205,10.63.6.218,BZD._2hor_13_2_GeneralSUH_NMD40_ULN,79,2024-03-03T20:00:01,2024-03-03T21:05:38,65,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,66.0,65.0,0.0,0.0,53.2,53.2,0.0,0.0,47.3,47.4,0.0,0.0,,,,,,,,,LEAD_ACID,,
